"TotalComp" "WideIndustry" "Company" "CEO" "CityofBirth" "StateofBirth" "Age" "Undergrad" "UGDegree" "UGDate" "AgeOfUnder" "Graduate" "GradDegree" "MBA" "MasterPhd" "G_date" "AgeOfGradu" "YearsFirm" "YearsCEO" "Salary" "Bonus" "other" "St_gains" "Compfor5yrs" "Stockowned" "Sales" "Profits" "Returnover5yrs" "Industry" "IndustryCode" "Log10TC1"
"94" 2113750 "ComputersComm" "Sun Microsystems" "Mr. Scott G McNealy" "Columbus" "IN" 39 "Harvard" "BA" 76 21 "Stanford U" "MBA" 1 1 80 25 12 10 400000 251304 1200 1461250 6905570 1.83599996566772 4493 188.199996948242 11 "Computerscommunications-major systems" 16 6.32505416870117
"95" 3960920 "ComputersComm" "Silicon Graphics" "Mr. Edward R McCracken" "Fairfield" "IA" 50 "Iowa State" "BSE" 66 22 "Stanford U" "MBA" 1 1 68 24 10 10 636043 310000 NA 3014880 10512200 0.388999998569489 1262 114.699996948242 44 "Computerscommunications-major systems" 16 6.59779596328735
"96" 807792 "ComputersComm" "Tandem Computers" "Mr. James G Treybig" "Clarendon" "TX" 53 "Rice U" "BS" 63 22 "Stanford U" "MBA" 1 1 68 27 19 19 661810 136785 9197 NA 3788060 0.628000020980835 2023 -510.299987792969 -4 "Computerscommunications-major systems" 16 5.90729999542236
"97" 747469 "ComputersComm" "Digital Equipment" "Mr. Robert B Palmer" "Gorman" "TX" 53 "Texas Tech U" "BS" 62 21 "Texas Tech U" "MS" 0 1 65 24 9 2 738469 NA 9000 NA NA 0.00899999961256981 13637 -92.3000030517578 -21 "Computerscommunications-major systems" 16 5.87359285354614
"98" 1849040 "ComputersComm" "Unisys" "Mr. James A Unruh" "Goodrich" "ND" 53 "Jamestown C" "BSB" 63 22 "U of Denver" "MBA" 1 1 64 23 14 4 772500 800000 42160 234375 5693460 0.0320000015199184 7743 361.600006103516 -9 "Computerscommunications-major systems" 16 6.26694583892822
"99" 2701230 "ComputersComm" "Hewlett-Packard" "Mr. Lewis E Platt" "JohnsonCity" "NY" 53 "Cornell" "BSM" 64 23 "U of Pennsylvan" "MBA" 1 1 66 25 28 2 818750 53988 1365970 462527 NA 0.0149999996647239 21426 1284 11 "Computerscommunications-major systems" 16 6.4315619468689
"100" 2258840 "ComputersComm" "Harris Corp" "Mr. John T Hartley" "Jacksonville" "FL" 64 "Auburn U" "BS" 55 25 "" "none" 0 0 NA NA 38 8 567500 560780 423795 706768 7321290 0.314999997615814 3179 119.599998474121 15 "Computerscommunications-major systems" 16 6.35388517379761
"101" 5805380 "ComputersComm" "Itel" "Mr. Rod F Dammeyer" "Cleveland" "OH" 53 "Kent State U" "BA" 60 19 "" "none" 0 0 NA NA 9 1 685750 675000 99324 4345310 NA 0.146999999880791 1909 14.8000001907349 4 "Computerscommunications-major systems" 16 6.76383113861084
"102" 2039660 "ComputersComm" "AST Research" "Mr. Safi U Qureshey" "Pakistan" "" 42 "U of Texas Aust" "BSE" 75 23 "" "none" 0 0 NA NA 14 6 543700 514298 981665 NA 9899090 8.45199966430664 1971 -49.7999992370605 44 "Computerscommunications-major systems" 16 6.30955791473389
"103" 2157360 "ComputersComm" "Apple Computer" "Mr. Michael H Spindler" "Germany" "" 52 "" "" NA NA "" "none" 0 0 NA NA 14 1 696847 302240 NA 1158270 NA 9.99999974737875e-06 8446 -34.7000007629395 NA "Computerscommunications-major systems" 16 6.33392286300659
"104" 550983 "ComputersComm" "Dell Computer" "Mr. Michael S Dell" "Houston" "TX" 29 "" "" NA NA "" "none" 0 0 NA NA 10 10 337019 202364 11600 NA 2424350 32.568000793457 2873 -35.7999992370605 40 "Computerscommunications-major systems" 16 5.74113798141479
"105" 545103 "ComputersComm" "Gateway 2000" "Mr. TheodoreWaitt" "Sioux City" "IA" 31 "" "" NA NA "" "none" 0 0 NA NA 9 9 537601 NA 7502 NA 1711200 46.0960006713867 1732 100.099998474121 16 "Computerscommunications-major systems" 16 5.73647880554199
"106" 1432450 "ComputersComm" "General Instrument" "Mr. Daniel F Akerson" "Oakland" "CA" 45 "US Naval Acad" "BS" 70 21 "London Sch Econ" "MS" 0 1 78 29 1 1 800000 560000 72454 NA NA 9.99999974737875e-06 1393 90.4000015258789 98 "Computerscommunications-peripherals" 16 6.15607881546021
"107" 8075920 "ComputersComm" "EMC" "Mr. Michael C Ruettgers" "Muskogee" "OK" 51 "Idaho State" "BBA" 64 21 "Harvard" "MBA" 1 1 67 24 6 2 225000 525000 2000 7323920 NA 0.127000004053116 783 127.099998474121 102 "Computerscommunications-peripherals" 16 6.90719223022461
"108" 2765700 "ComputersComm" "Texas Instruments" "Mr. Jerry R Junkins" "Fort Madison" "IA" 56 "Iowa State" "BS" 59 21 "SMU" "MS" 0 1 68 30 35 9 691850 740000 412048 921800 6003780 0.0509999990463257 8523 476 16 "Computerscommunications-peripherals" 16 6.44180488586426
"109" 2878060 "ComputersComm" "Arrow Electronics" "Mr. Stephen P Kaufman" "Cambridge" "MA" 52 "MIT" "BS" 63 21 "Harvard" "MBA" 1 1 65 23 12 8 504000 635644 220447 1517970 8435810 3.40000009536743 2536 81.5999984741211 45 "Computerscommunications-peripherals" 16 6.45909976959229
"110" 360304 "ComputersComm" "Cisco Systems" "Mr. John P Morgridge" "Elmhurst" "IL" 60 "U of Wisc Madis" "BBA" 55 21 "Stanford U" "MBA" 1 1 57 23 6 6 187212 172092 1000 NA 1168990 2.36700010299683 928 241 117 "Computerscommunications-peripherals" 16 5.55666923522949
"111" 1447620 "ComputersComm" "3Com" "Mr. EricBenhamou" "France" "" 38 "" "" NA NA "Stanford U" "MS" 0 1 77 21 7 4 375000 22966 526528 523125 2198710 0.342999994754791 753 -42.5999984741211 17 "Computerscommunications-peripherals" 16 6.16065502166748
"112" 1983740 "ComputersComm" "Micron Technology" "Mr. Joseph L Parkinson" "San Antonio" "TX" 48 "Columbia" "BA" 67 21 "Tulane U" "JD" 0 1 71 25 14 8 331731 499178 5192 1147640 6387330 0.0839999988675117 1231 246.600006103516 34 "Computerscommunications-peripherals" 16 6.29748487472534
"113" 2356200 "ComputersComm" "Intel" "Dr. Andrew S Grove" "Hungary" "" 57 "CUNY City" "BS" 60 23 "U of Cal Berkel" "PhD" 0 1 63 26 26 7 360000 1823700 172500 NA 11387600 0.109999999403954 8782 2295.30004882812 39 "Computerscommunications-peripherals" 16 6.37221193313599
"114" 936668 "ComputersComm" "Quantum" "Mr. William J Miller" "Fargo" "ND" 48 "U of Minnesota" "BS" 67 21 "U of Minnesota" "JD" 0 1 70 24 2 2 400058 536610 NA NA NA 0.330000013113022 2003 -9.60000038146973 35 "Computerscommunications-peripherals" 16 5.97158622741699
"115" 800144 "ComputersComm" "American Power Conve" "Mr. Rodger B Dowdell Jr." "Providence" "RI" 45 "Brown" "BSE" 71 22 "U of Rhode Isla" "MSEE" 0 1 75 26 9 9 370000 400000 30144 NA 2810550 10.8409996032715 250 48.5999984741211 120 "Computerscommunications-peripherals" 16 5.90316820144653
"116" 12837900 "ComputersComm" "Applied Materials" "Mr. James C Morgan" "Danville" "IL" 55 "Cornell" "BS" 62 23 "Cornell" "MBA" 1 1 63 24 18 17 485000 388000 641069 11323800 22301000 0.555999994277954 1205 122.400001525879 50 "Computerscommunications-peripherals" 16 7.10849380493164
"117" 6398700 "ComputersComm" "Motorola" "Mr. Gary L Tooker" "Shelby" "OH" 54 "Arizona State" "BSE" 62 22 "" "none" 0 0 NA NA 32 1 770000 847000 14100 4767600 NA 0.0280000008642673 16963 1022 39 "Computerscommunications-peripherals" 16 6.80609178543091
"118" 1923100 "ComputersComm" "National Semiconduct" "Dr. Gilbert F Amelio" "New York" "NY" 51 "Georgia Tech" "BS" 65 22 "Georgia Tech" "PhD" 0 1 68 25 3 3 569039 792000 562064 NA 4006840 0.00800000037997961 2244 222.899993896484 23 "Computerscommunications-peripherals" 16 6.28400182723999
"119" 860270 "ComputersComm" "AMP" "Mr. William J Hudson Jr" "Chicago" "IL" 60 "Cornell" "BS" 57 23 "" "none" 0 0 NA NA 32 1 533333 196747 113546 16644 NA 0.0120000001043081 3451 296.700012207031 10 "Computerscommunications-peripherals" 16 5.93463516235352
"120" 572741 "ComputersComm" "Molex" "Mr. Frederick A Krehbiel" "Hinsdale" "IL" 52 "Lake Forest C" "BA" 63 21 "" "none" 0 0 NA NA 29 6 350444 50000 94537 77760 2686170 11.875 900 82.5999984741211 22 "Computerscommunications-peripherals" 16 5.75795793533325
"121" 290903 "ComputersComm" "Wellfleet Communicat" "Mr. Paul J Severino" "Paterson" "NJ" 47 "Rensselaer" "BSE" 69 22 "" "none" 0 0 NA NA 8 8 134808 156095 NA NA 698584 3.69099998474121 267 42.2000007629395 99 "Computerscommunications-peripherals" 16 5.46374797821045
"122" 620458 "ComputersComm" "Conner Peripherals" "Mr. Finis F Conner" "Gadsden" "AL" 50 "San Jose State" "BS" 69 25 "" "none" 0 0 NA NA 9 9 615632 NA 4826 NA 5422750 2.66199994087219 2152 -445.299987792969 17 "Computerscommunications-peripherals" 16 5.79271221160889
"123" 12702700 "ComputersComm" "Advanced Micro Devic" "Mr. Walter J Sanders III" "Chicago" "IL" 57 "U of Illinois" "BSE" 58 21 "" "none" 0 0 NA NA 25 25 929000 2081420 1415880 8276420 41334500 0.384999990463257 1648 228.800003051758 30 "Computerscommunications-peripherals" 16 7.10389614105225
"124" 52000 "ComputersComm" "Cabletron Systems" "Mr. S RobertLevine" "Worcester" "MA" 36 "U of Miami" "BS" 80 22 "" "none" 0 0 NA NA 11 11 52000 NA NA NA 208000 20.238000869751 553 110.099998474121 48 "Computerscommunications-peripherals" 16 4.71600294113159
"125" 3631940 "ComputersComm" "Seagate Technology" "Mr. Alan F Shugart" "Los Angeles" "CA" 63 "U of Redlands" "BS" 53 22 "" "none" 0 0 NA NA 15 15 550000 411000 1679690 991250 9677880 0.48199999332428 3114 151.300003051758 15 "Computerscommunications-peripherals" 16 6.56013917922974
"126" 814754 "ComputersComm" "Merisel" "Mr. Michael D Pickett" "Long Beach" "CA" 46 "USC" "BBA" 69 21 "" "none" 0 0 NA NA 11 6 487629 282125 45000 NA 4921880 0.101000003516674 3086 30.3999996185303 24 "Computerscommunications-peripherals" 16 5.91102695465088
"127" 1107840 "ComputersComm" "Avnet" "Mr. LeonMachiz" "Brooklyn" "NY" 69 "" "" NA NA "" "none" 0 0 NA NA 42 5 1000000 NA 107839 NA 5719580 0.152999997138977 2906 70.4000015258789 13 "Computerscommunications-peripherals" 16 6.0444769859314
"128" 8920400 "ComputersComm" "International Game T" "Mr. John J Russell" "Oklahoma City" "OK" 64 "" "" NA NA "" "none" 0 0 NA NA 8 1 275000 323750 74294 8247360 NA 0.160999998450279 532 113.900001525879 80 "Computerscommunications-peripherals" 16 6.95038414001465
"129" 2755200 "ComputersComm" "Lotus Development" "Mr. Jim P Manzi" "New York" "NY" 42 "Colgate U" "BA" 73 21 "Tufts U" "MA" 0 1 79 27 11 8 650000 650000 35046 1420160 29016600 2.68300008773804 981 55.5 29 "Computerscommunications-software" 16 6.44015312194824
"130" 2756210 "ComputersComm" "Sybase" "Mr. Mark B Hoffman" "Windom" "MN" 47 "US Military Aca" "BS" 69 22 "U of Arizona" "MBA" 1 1 79 32 10 10 303372 425000 1087 2026750 3857120 2.07999992370605 427 44.0999984741211 86 "Computerscommunications-software" 16 6.44031190872192
"131" 3719270 "ComputersComm" "Computer Associates" "Mr. Charles B Wang" "China" "" 49 "CUNY Queens" "BS" 67 22 "" "none" 0 0 NA NA 18 18 1000000 2700000 19271 NA 12402200 4.14099979400635 2055 341.600006103516 13 "Computerscommunications-software" 16 6.57045793533325
"132" 5739200 "ComputersComm" "BMC Software" "Mr. Max P Watson Jr" "New Orleans" "LA" 48 "Louisiana Tech" "BBA" 68 22 "" "none" 0 0 NA NA 9 4 240000 621075 982500 3895630 11823600 0.698000013828278 274 81.1999969482422 41 "Computerscommunications-software" 16 6.75885105133057
"133" NA "ComputersComm" "Novell" "Mr. Robert J Frankenberg" "Chippewa Falls" "WI" 47 "San Jose State" "BS" 74 27 "" "none" 0 0 NA NA 1 1 NA NA NA NA NA 9.99999974737875e-06 1174 -33.2000007629395 37 "Computerscommunications-software" 16 NA
"134" 10967200 "ComputersComm" "Parametric Technolog" "Mr. Steven C Walske" "Los Alamos" "NM" 41 "Princeton" "BA" 74 21 "Harvard" "MBA" 1 1 78 25 7 7 250000 400000 4497 10312800 26817900 1.97899997234344 184 49.2999992370605 62 "Computerscommunications-software" 16 7.04009580612183
"135" 418240 "ComputersComm" "Microsoft" "Mr. William H Gates" "Seattle" "WA" 38 "" "" NA NA "" "none" 0 0 NA NA 19 13 266660 151580 NA NA 1447190 27.6159992218018 4109 1036 50 "Computerscommunications-software" 16 5.62142610549927
"136" 2150430 "ComputersComm" "Oracle Systems" "Mr. Lawrence J Ellison" "New York" "NY" 49 "" "" NA NA "" "none" 0 0 NA NA 17 17 1000000 1150000 432 NA 7484560 22.5179996490479 1693 197.800003051758 40 "Computerscommunications-software" 16 6.33252477645874
"137" 672750 "ComputersComm" "MFS Communications" "Mr. James Q Crowe" "Camp Pendleton" "CA" 44 "Rensselaer" "BSM" 72 22 "Pepperdine U" "MBA" 1 1 82 32 8 3 270250 175000 NA 227500 NA 9.99999974737875e-06 141 -15.8000001907349 8 "Computerscommunications-telecommun" 16 5.82785415649414
"138" 5409690 "ComputersComm" "Citizens Utilities" "Dr. LeonardTow" "Brooklyn" "NY" 66 "CUNY Brooklyn" "BA" 50 22 "Columbia" "PhD" 0 1 60 32 4 4 1003000 485000 3921690 NA 21969500 1.94000005722046 619 125.599998474121 6 "Computerscommunications-telecommun" 16 6.73317193984985
"139" 2295300 "ComputersComm" "GTE" "Mr. Charles R Lee" "Pittsburgh" "PA" 54 "Cornell" "BA" 62 22 "Harvard" "MBA" 1 1 64 24 11 2 728846 1016800 214167 335488 6362590 0.00600000005215406 19748 990 12 "Computerscommunications-telecommun" 16 6.36083889007568
"140" 5305940 "ComputersComm" "DSC Communications" "Mr. James L Donald" "Carthage" "TX" 62 "SMU" "BSI" 57 25 "SMU" "MSIE" 0 1 65 33 13 13 687682 1460000 3158260 NA 11804700 0.263000011444092 731 81.6999969482422 38 "Computerscommunications-telecommun" 16 6.72476196289062
"141" 2596990 "ComputersComm" "Sprint" "Mr. William T Esrey" "Philadelphia" "PA" 54 "Denison U" "BA" 61 21 "Harvard" "MBA" 1 1 64 24 14 9 802084 817825 448104 528981 12392800 0.063000001013279 11368 468.299987792969 8 "Computerscommunications-telecommun" 16 6.41447019577026
"142" 2462800 "ComputersComm" "Bell Atlantic" "Mr. Raymond W Smith" "Pittsburgh" "PA" 56 "Carnegie-Mellon" "BS" 59 21 "U of Pittsburgh" "MBA" 1 1 67 29 35 5 808900 880700 773200 NA 12752200 0.0270000007003546 12990 1481.59997558594 12 "Computerscommunications-telecommun" 16 6.39142894744873
"143" 1128420 "ComputersComm" "Ameritech" "Mr. Richard C Notebaert" "Canada" "" 46 "U of Wisc Madis" "BA" 69 21 "U of Wisc Milwa" "MBA" 1 1 83 35 25 1 447204 351000 330212 NA NA 0.00700000021606684 11710 1512.80004882812 14 "Computerscommunications-telecommun" 16 6.05247116088867
"144" 1898900 "ComputersComm" "Nynex" "Mr. William C Ferguson" "Detroit" "MI" 63 "Albion C" "AB" 52 21 "" "none" 0 0 NA NA 42 5 773000 562000 255722 308176 8049240 0.017000000923872 13408 -272.399993896484 6 "Computerscommunications-telecommun" 16 6.27850198745728
"145" 2339510 "ComputersComm" "Pacific Telesis Grou" "Mr. SamGinn" "St Clair" "AL" 57 "Auburn U" "BS" 59 22 "" "none" 0 0 NA NA 34 6 743542 793200 802765 NA 10510000 0.00499999988824129 9244 191 14 "Computerscommunications-telecommun" 16 6.36912488937378
"146" 2718320 "ComputersComm" "US West" "Mr. Richard D McCormick" "Fort Dodge" "IA" 53 "Iowa State" "BSE" 61 20 "" "none" 0 0 NA NA 9 3 700000 575000 1098460 344860 9265650 0.034000001847744 10294 394.399993896484 11 "Computerscommunications-telecommun" 16 6.43430089950562
"147" 2196910 "ComputersComm" "MCI Communications" "Mr. Bert C Roberts Jr" "Kansas City" "MO" 51 "Johns Hopkins U" "BS" 65 22 "" "none" 0 0 NA NA 22 2 800000 900000 496906 NA 6587730 0.0750000029802322 11921 627 11 "Computerscommunications-telecommun" 16 6.34181213378906
"148" 812478 "ComputersComm" "LDDS Communications" "Mr. BernardEbbers" "Canada" "" 52 "Mississippi C" "BA" 67 25 "" "none" 0 0 NA NA 9 9 300000 500000 12478 NA 2324150 7.29199981689453 1145 104.199996948242 100 "Computerscommunications-telecommun" 16 5.90981197357178
"149" 1954400 "ComputersComm" "BellSouth" "Mr. John L Clendenin" "El Paso" "TX" 60 "Northwestern U" "BA" 55 21 "" "none" 0 0 NA NA 39 10 785000 705500 463900 NA 10421200 0.00899999961256981 15880 1034.09997558594 12 "Computerscommunications-telecommun" 16 6.29101276397705
"150" 1375580 "ComputersComm" "Corning" "Mr. James R Houghton" "Corning" "NY" 58 "Harvard" "AB" 58 22 "Harvard" "MBA" 1 1 62 26 32 11 672500 481618 221458 NA 10103000 0.638999998569489 4005 -15.1999998092651 16 "Computerscommunications-telecommun" 16 6.1384859085083
"151" 102308 "ComputersComm" "McCaw Cellular Commu" "Mr. Craig O McCaw" "Centralia" "WA" 44 "Stanford U" "BA" 73 23 "" "none" 0 0 NA NA 28 21 100000 NA 2308 NA 52833100 6.70499992370605 2195 -227.300003051758 5 "Computerscommunications-telecommun" 16 5.00991010665894
"152" 4436690 "ComputersComm" "Southwestern Bell" "Mr. Edward E Whitacre Jr" "Ennis" "TX" 52 "Texas Tech U" "BSI" 64 22 "" "none" 0 0 NA NA 31 4 762000 1124000 2550690 NA 13644700 0.0350000001490116 10690 1435.19995117188 18 "Computerscommunications-telecommun" 16 6.64705896377563
"153" 1791040 "ComputersComm" "Alltel" "Mr. Joe T Ford" "Conway" "AR" 56 "U of Arkansas" "BS" 59 21 "" "none" 0 0 NA NA 35 7 575000 429813 554935 231290 6587030 0.263999998569489 2342 262 17 "Computerscommunications-telecommun" 16 6.25310516357422
"154" 698414 "ComputersComm" "TelephoneData Syst" "Mr. LeRoy T Carlson Jr" "Chicago" "IL" 47 "Harvard" "BA" 68 21 "Harvard" "MBA" 1 1 71 24 20 8 316000 56250 15461 310703 1941930 2.03200006484985 591 33.9000015258789 2 "Computerscommunications-telecommun" 16 5.84411287307739
"155" 604774 "ComputersComm" "Southern New England" "Mr. Daniel J Miglio" "Philadelphia" "PA" 53 "U of Penn-Whart" "BS" 62 21 "" "none" 0 0 NA NA 32 1 400934 180000 23840 NA NA 0.00800000037997961 1654 -53.9000015258789 3 "Computerscommunications-telecommun" 16 5.78159284591675
"156" 3983410 "ComputersComm" "ATT" "Mr. Robert E Allen" "Joplin" "MO" 59 "Wabash C" "BA" 57 22 "" "none" 0 0 NA NA 37 6 1032000 1356700 1594710 NA 16639100 0.00999999977648258 67156 3974 14 "Computerscommunications-telecommun" 16 6.60025501251221
"157" 959000 "ComputersComm" "Nextel Communication" "Mr. Brian D McAuley" "" "" 53 "" "" NA NA "" "none" 0 0 NA NA 7 7 320000 200000 439000 NA 2241000 1.04200005531311 62 -36.0999984741211 57 "Computerscommunications-telecommun" 16 5.98181915283203
"158" 748443 "Construction" "Foster Wheeler" "Mr. Richard J Swift" "Indianapolis" "IN" 49 "US Military Aca" "BS" 66 21 "Fairleigh Dicki" "MBA" 1 1 76 31 20 1 375000 151950 221493 NA NA 0.0109999999403954 2583 57.7000007629395 22 "Construction-builders" 0 5.87415885925293
"159" 10568400 "Construction" "Centex" "Mr. Laurence E Hirsch" "New York" "NY" 48 "U of Pennsylvan" "BS" 68 22 "Villanova" "JD" 0 1 71 25 9 6 464167 330000 24261 9750000 13131700 0.728999972343445 2996 78.6999969482422 18 "Construction-builders" 0 7.02400922775269
"160" 2430100 "Construction" "Morrison Knudsen" "Mr. William J Agee" "Boise" "ID" 56 "U of Idaho" "BS" 60 22 "Harvard" "MBA" 1 1 63 25 6 6 750000 950000 730095 NA 9576770 0.563000023365021 2723 35.7999992370605 10 "Construction-builders" 0 6.38562393188477
"161" 4602630 "Construction" "Fluor" "Mr. Leslie G McCraw" "Sandy Springs" "SC" 59 "Clemson U" "BSC" 56 21 "" "none" 0 0 NA NA 19 4 680040 610000 562592 2750000 14994400 0.114000000059605 8101 175.100006103516 18 "Construction-builders" 0 6.66300582885742
"162" 454497 "Construction" "Turner Corp" "Mr. Alfred T McNeill" "Elizabeth" "NJ" 57 "Lehigh U" "BS" 58 21 "" "none" 0 0 NA NA 36 5 400000 NA 54497 NA 2158510 0.50900000333786 2768 -6.19999980926514 -11 "Construction-builders" 0 5.65753078460693
"163" 2320630 "Construction" "Pulte" "Mr. Robert K Burgess" "Canada" "" 50 "Michigan State" "BS" 66 22 "" "none" 0 0 NA NA 11 1 350000 625000 1500 1344130 NA 0.0179999992251396 1633 77.8000030517578 20 "Construction-builders" 0 6.36560583114624
"164" 1301790 "Construction" "Manville" "Mr. W ThomasStephens" "Crossett" "AR" 51 "U of Arkansas" "BS" 65 22 "U of Arkansas" "MS" 0 1 66 23 31 8 500000 300000 501788 NA 7252200 0.287999987602234 2276 60.7999992370605 6 "Construction-materials" 0 6.11454105377197
"165" 2589510 "Construction" "USG" "Mr. Eugene B Connolly" "New York" "NY" 62 "Hofstra U" "BS" 54 22 "Hofstra U" "MBA" 1 1 64 32 36 4 612500 717624 1259380 NA 4459970 0.0160000007599592 1916 NA -37 "Construction-materials" 0 6.41321802139282
"166" 1074640 "Construction" "Vulcan Materials" "Mr. Herbert A Sklenar" "Omaha" "NE" 62 "U of Nebraska O" "BS" 52 20 "Harvard" "MBA" 1 1 54 22 22 8 535004 225000 314634 NA 5174880 0.300999999046326 1133 88.1999969482422 5 "Construction-materials" 0 6.03126287460327
"167" 1501790 "Construction" "Owens-Corning Fiberg" "Mr. Glen H Hiner" "Morgantown" "WV" 59 "West Virginia U" "BSE" 57 22 "" "none" 0 0 NA NA 2 2 770000 700000 31794 NA NA 0.486000001430511 2944 105 4 "Construction-materials" 0 6.17660903930664
"168" 6912640 "Construction" "Masco" "Mr. Richard A Manoogian" "Long Branch" "NJ" 57 "Yale" "BA" 58 21 "" "none" 0 0 NA NA 36 26 908000 294000 4402270 1308370 39338400 0.644999980926514 3886 221.100006103516 7 "Construction-materials" 0 6.83964395523071
"169" 2331120 "Consumer" "Sunbeam-Oster" "Mr. RogerSchipke" "St. Louis" "MO" 57 "Washington U" "BS" 58 21 "NYU" "MBA" 1 1 61 24 1 1 1000000 209589 1121530 NA NA 0.224999994039536 1066 88.8000030517578 29 "Consumer durables-appliances" 18 6.3675651550293
"170" 884486 "Consumer" "Maytag" "Mr. Leonard A Hadley" "Earlham" "IA" 59 "U of Iowa" "BS" 58 23 "" "none" 0 0 NA NA 35 2 527675 350000 6811 NA 2060730 0.0989999994635582 2987 51.2999992370605 3 "Consumer durables-appliances" 18 5.94669103622437
"171" 11853200 "Consumer" "Whirlpool" "Mr. David R Whitwam" "Stanley" "WI" 52 "U of Wisc Madis" "BS" 67 25 "" "none" 0 0 NA NA 26 7 800000 1300000 3497530 6255710 18494700 0.232999995350838 7533 231 20 "Consumer durables-appliances" 18 7.07383584976196
"172" 1653000 "Consumer" "BlackDecker" "Mr. Nolan D Archibald" "Ogden" "UT" 50 "Weber State" "BS" 68 24 "Harvard" "MBA" 1 1 70 26 9 8 825000 650000 177996 NA 8449250 0.0320000015199184 4882 95.1999969482422 4 "Consumer durables-appliances" 18 6.2182731628418
