"state" "statefips" "county" "countycode" "acres1997" "acres2002" "acres2007" "farms1997" "farms2002" "farms2007" "large1997" "large2002" "large2007" "small1997" "small2002" "small2007"
"260" "COLORADO" 8 "MESA" 77 400635 385255 372511 1599 1599 1767 69 64 71 408 446 575
"261" "COLORADO" 8 "MINERAL" 79 NA 4436 8866 12 14 15 1 NA 3 NA NA NA
"262" "COLORADO" 8 "MOFFAT" 81 1006314 1017612 836564 413 443 503 121 114 111 21 NA 17
"263" "COLORADO" 8 "MONTEZUMA" 83 927202 818677 704261 763 829 1123 55 53 54 68 67 155
"264" "COLORADO" 8 "MONTROSE" 85 359601 334747 321056 905 915 1045 74 78 70 79 71 143
"265" "COLORADO" 8 "MORGAN" 87 738589 757946 728092 803 761 894 160 175 154 39 35 53
"266" "COLORADO" 8 "OTERO" 89 575797 546396 624123 540 488 569 77 79 88 58 39 57
"267" "COLORADO" 8 "OURAY" 91 116775 108088 93839 84 96 105 24 19 18 2 9 12
"268" "COLORADO" 8 "PARK" 93 303525 298286 323655 200 217 282 55 44 45 9 1 16
"269" "COLORADO" 8 "PHILLIPS" 95 484034 470837 431154 364 334 334 174 157 135 8 6 15
"270" "COLORADO" 8 "PITKIN" 97 24221 23872 28539 74 84 82 7 4 8 1 2 8
"271" "COLORADO" 8 "PROWERS" 99 848377 861778 1037336 538 531 636 183 194 199 36 29 31
"272" "COLORADO" 8 "PUEBLO" 101 780828 774352 910566 702 801 881 139 148 145 75 137 128
"273" "COLORADO" 8 "RIO BLANCO" 103 453179 376509 386577 266 245 285 83 68 71 16 17 23
"274" "COLORADO" 8 "RIO GRANDE" 105 225919 170999 178908 355 344 390 68 48 47 24 19 26
"275" "COLORADO" 8 "ROUTT" 107 499263 450239 533014 518 593 610 114 92 114 21 9 28
"276" "COLORADO" 8 "SAGUACHE" 109 472222 477003 287272 253 252 242 96 84 77 6 9 2
"277" "COLORADO" 8 "SAN JUAN" 111 NA NA NA 5 1 NA 1 1 NA 3 NA NA
"278" "COLORADO" 8 "SAN MIGUEL" 113 151297 151093 150947 87 112 123 26 28 26 4 2 12
"279" "COLORADO" 8 "SEDGWICK" 115 317080 274243 296695 228 188 193 91 78 82 9 3 8
"280" "COLORADO" 8 "SUMMIT" 117 34321 27814 47818 37 36 41 9 7 13 3 NA NA
"281" "COLORADO" 8 "TELLER" 119 79564 73643 73219 93 118 126 20 18 23 15 16 28
"282" "COLORADO" 8 "WASHINGTON" 121 1426912 1408583 1375742 845 861 1010 371 372 349 29 13 28
"283" "COLORADO" 8 "WELD" 123 1891208 1812167 2088715 3142 3121 3921 429 400 428 333 339 533
"284" "COLORADO" 8 "YUMA" 125 1352928 1354010 1334453 937 864 970 397 396 385 39 20 27
"285" "CONNECTICUT" 9 "FAIRFIELD" 1 14850 12828 39543 345 287 310 NA NA 7 133 116 117
"286" "CONNECTICUT" 9 "HARTFORD" 3 59102 50192 53504 803 724 790 5 4 3 187 186 216
"287" "CONNECTICUT" 9 "LITCHFIELD" 5 101170 93569 87412 916 789 979 11 6 7 158 167 224
"288" "CONNECTICUT" 9 "MIDDLESEX" 7 22839 17806 16623 405 326 393 1 1 1 87 87 126
"289" "CONNECTICUT" 9 "NEW HAVEN" 9 28367 25977 45684 565 486 573 NA NA 6 180 155 188
"290" "CONNECTICUT" 9 "NEW LONDON" 11 76212 58876 63380 816 677 793 4 4 5 138 110 143
"291" "CONNECTICUT" 9 "TOLLAND" 13 40700 36782 39334 477 398 484 4 5 5 103 87 113
"292" "CONNECTICUT" 9 "WINDHAM" 15 62982 61124 60136 578 504 594 5 7 6 79 76 105
"293" "DELAWARE" 10 "KENT" 1 197372 185329 173808 835 721 825 45 44 51 104 111 209
"294" "DELAWARE" 10 "NEW CASTLE" 3 78085 71248 66981 355 358 347 20 20 20 40 58 76
"295" "DELAWARE" 10 "SUSSEX" 5 313650 283503 269464 1481 1312 1374 74 77 75 316 287 366
"296" "FLORIDA" 12 "ALACHUA" 1 204420 222728 172843 1437 1493 1532 32 44 44 199 165 247
"297" "FLORIDA" 12 "BAKER" 3 15221 18061 26723 228 204 344 1 1 3 64 41 113
"298" "FLORIDA" 12 "BAY" 5 8411 10863 12470 99 116 133 1 2 2 27 36 32
"299" "FLORIDA" 12 "BRADFORD" 7 47579 44819 29621 379 378 479 4 10 4 30 46 76
"300" "FLORIDA" 12 "BREVARD" 9 280375 187570 167059 608 555 531 27 29 19 230 192 235
"301" "FLORIDA" 12 "BROWARD" 11 32076 23741 8737 451 494 547 6 3 NA 305 331 403
"302" "FLORIDA" 12 "CALHOUN" 13 44175 49107 39102 157 151 242 11 11 5 14 9 6
"303" "FLORIDA" 12 "CHARLOTTE" 15 292053 191529 166045 287 284 242 32 24 22 54 65 38
"304" "FLORIDA" 12 "CITRUS" 17 50121 47209 40017 413 432 411 9 9 6 79 80 75
"305" "FLORIDA" 12 "CLAY" 19 74747 78542 41537 326 340 374 8 6 4 69 77 88
"306" "FLORIDA" 12 "COLLIER" 21 278417 180852 109934 285 273 322 36 40 20 90 71 124
"307" "FLORIDA" 12 "COLUMBIA" 23 103707 90227 85952 808 688 982 12 17 19 55 49 100
"308" "FLORIDA" 12 "DE SOTO" 27 324144 388177 260277 941 1153 1035 51 69 51 134 195 200
"309" "FLORIDA" 12 "DIXIE" 29 35311 31249 42016 235 215 217 6 6 8 85 77 33
"310" "FLORIDA" 12 "DUVAL" 31 34969 31241 26774 457 382 371 6 5 3 160 112 124
"311" "FLORIDA" 12 "ESCAMBIA" 33 59571 64581 81977 614 674 725 8 10 15 108 142 142
"312" "FLORIDA" 12 "FLAGLER" 35 86861 68364 58396 125 100 82 18 11 12 25 6 10
"313" "FLORIDA" 12 "FRANKLIN" 37 5968 NA 510 29 20 15 2 1 NA 14 11 12
"314" "FLORIDA" 12 "GADSDEN" 39 59098 68140 47090 351 343 385 9 5 5 15 20 34
"315" "FLORIDA" 12 "GILCHRIST" 41 81619 81489 71098 467 408 569 13 12 9 26 41 60
"316" "FLORIDA" 12 "GLADES" 43 379278 407950 402478 253 231 311 36 40 28 32 15 59
"317" "FLORIDA" 12 "GULF" 45 3629 4521 4742 44 30 53 NA NA NA 8 5 11
"318" "FLORIDA" 12 "HAMILTON" 47 65298 52027 64781 289 239 322 9 5 8 19 20 11
"319" "FLORIDA" 12 "HARDEE" 49 345439 346191 279887 1292 1142 1081 58 77 55 195 171 167
"320" "FLORIDA" 12 "HENDRY" 51 606839 552352 465063 507 456 430 71 55 53 101 53 93
"321" "FLORIDA" 12 "HERNANDO" 53 55845 65315 56237 646 617 768 7 7 10 107 85 117
"322" "FLORIDA" 12 "HIGHLANDS" 55 490462 576900 476256 1020 1035 832 70 89 73 211 150 171
"323" "FLORIDA" 12 "HILLSBOROUGH" 57 264631 284910 219800 3682 2969 2843 47 45 33 1270 991 1158
"324" "FLORIDA" 12 "HOLMES" 59 95371 90875 151812 734 672 1037 5 8 7 31 17 13
"325" "FLORIDA" 12 "INDIAN RIVER" 61 170167 191333 157196 524 480 415 23 30 21 94 109 81
"326" "FLORIDA" 12 "JACKSON" 63 243441 226890 311398 963 920 1321 52 46 59 50 27 47
"327" "FLORIDA" 12 "JEFFERSON" 65 129607 132727 147432 422 418 642 22 23 14 31 53 74
"328" "FLORIDA" 12 "LAFAYETTE" 67 95174 91988 81277 274 195 236 8 14 7 18 8 18
"329" "FLORIDA" 12 "LAKE" 69 192831 180245 121422 1814 1798 1814 41 31 21 438 484 600
"330" "FLORIDA" 12 "LEE" 71 134649 126484 85742 725 643 944 26 30 20 277 243 392
"331" "FLORIDA" 12 "LEON" 73 70552 74004 90732 318 281 324 10 8 10 71 57 56
"332" "FLORIDA" 12 "LEVY" 75 160494 180314 174222 744 897 1018 36 33 31 141 210 181
"333" "FLORIDA" 12 "LIBERTY" 77 8699 9900 23619 63 67 53 1 1 1 11 16 6
"334" "FLORIDA" 12 "MADISON" 79 140224 156995 149029 592 529 678 22 29 27 28 23 27
"335" "FLORIDA" 12 "MANATEE" 81 268882 301231 225101 899 852 794 54 67 42 170 171 211
"336" "FLORIDA" 12 "MARION" 83 281798 270562 266571 2370 2930 3496 36 43 35 448 600 883
"337" "FLORIDA" 12 "MARTIN" 85 184542 206198 129391 412 418 492 40 49 28 133 145 228
"338" "FLORIDA" 12 "MIAMI-DADE" 86 85076 90373 67050 1887 2244 2498 17 11 14 1160 1423 1777
"339" "FLORIDA" 12 "MONROE" 87 1478 102 187 17 18 23 NA NA NA 9 16 20
"340" "FLORIDA" 12 "NASSAU" 89 43033 NA 31277 372 315 449 4 6 2 55 62 93
"341" "FLORIDA" 12 "OKALOOSA" 91 55960 55119 65874 442 465 567 9 6 7 30 45 35
"342" "FLORIDA" 12 "OKEECHOBEE" 93 388806 392495 338357 633 638 656 76 104 85 93 99 56
"343" "FLORIDA" 12 "ORANGE" 95 175645 146637 136088 1062 901 825 28 18 13 458 348 356
"344" "FLORIDA" 12 "OSCEOLA" 97 613790 652673 646290 639 519 381 54 58 49 140 125 106
"345" "FLORIDA" 12 "PALM BEACH" 99 609546 535965 525658 1095 1110 1263 65 51 49 523 534 705
"346" "FLORIDA" 12 "PASCO" 101 168917 168716 149963 1338 1222 1210 28 24 33 280 305 301
"347" "FLORIDA" 12 "PINELLAS" 103 2819 1589 1455 166 111 134 NA NA NA 115 81 101
"348" "FLORIDA" 12 "POLK" 105 624671 626634 549071 3151 3114 2768 124 123 102 719 606 483
"349" "FLORIDA" 12 "PUTNAM" 107 92099 92619 74482 526 466 469 15 19 14 106 126 121
"350" "FLORIDA" 12 "SANTA ROSA" 113 86252 83790 70179 558 505 594 15 17 7 70 59 70
"351" "FLORIDA" 12 "SARASOTA" 115 129311 121310 61033 463 371 305 20 23 12 159 122 130
"352" "FLORIDA" 12 "SEMINOLE" 117 41299 27987 35542 477 376 395 4 3 4 197 153 192
"353" "FLORIDA" 12 "ST. JOHNS" 109 51113 37653 33546 196 204 194 12 9 8 36 52 42
"354" "FLORIDA" 12 "ST. LUCIE" 111 230354 221537 153486 609 477 365 46 46 34 97 87 78
"355" "FLORIDA" 12 "SUMTER" 119 189732 187373 159789 1017 902 837 32 28 23 121 105 137
"356" "FLORIDA" 12 "SUWANNEE" 121 165375 170149 167493 1066 1054 1075 24 27 25 62 39 63
"357" "FLORIDA" 12 "TAYLOR" 123 59338 53720 33534 166 101 132 9 10 7 31 7 19
"358" "FLORIDA" 12 "UNION" 125 64749 59635 46560 294 275 275 8 9 7 43 33 37
"359" "FLORIDA" 12 "VOLUSIA" 127 115486 93842 83274 1177 1114 1243 20 15 17 377 346 430
"360" "FLORIDA" 12 "WAKULLA" 129 11890 10900 28339 126 126 147 2 1 1 33 29 25
"361" "FLORIDA" 12 "WALTON" 131 86605 79910 126841 631 540 754 10 8 16 16 27 32
"362" "FLORIDA" 12 "WASHINGTON" 133 59738 53251 73836 416 391 462 5 3 7 25 19 19
"363" "GEORGIA" 13 "APPLING" 1 126257 118720 101566 620 557 494 26 27 21 51 62 59
"364" "GEORGIA" 13 "ATKINSON" 3 62363 70718 77214 220 194 195 11 15 21 4 6 14
"365" "GEORGIA" 13 "BACON" 5 68663 66797 63242 374 331 326 10 11 15 24 12 18
"366" "GEORGIA" 13 "BAKER" 7 120359 126408 135181 148 147 156 32 25 23 6 6 15
"367" "GEORGIA" 13 "BALDWIN" 9 30699 35669 29953 171 194 170 4 9 4 14 16 8
"368" "GEORGIA" 13 "BANKS" 11 51232 57723 46685 535 614 530 1 NA NA 37 29 40
"369" "GEORGIA" 13 "BARROW" 13 46214 36092 33862 453 452 466 4 1 3 35 49 65
"370" "GEORGIA" 13 "BARTOW" 15 87701 81573 65106 494 586 501 8 9 9 38 86 71
"371" "GEORGIA" 13 "BEN HILL" 17 54890 57339 74739 187 174 227 9 14 17 13 9 19
"372" "GEORGIA" 13 "BERRIEN" 19 137985 125816 118798 468 481 417 25 27 29 28 32 22
"373" "GEORGIA" 13 "BIBB" 21 25255 30442 14407 196 168 123 2 8 NA 13 10 7
"374" "GEORGIA" 13 "BLECKLEY" 23 73575 55324 88047 263 265 308 17 6 24 15 11 21
"375" "GEORGIA" 13 "BRANTLEY" 25 31371 32320 25337 260 270 225 2 1 1 33 24 25
"376" "GEORGIA" 13 "BROOKS" 27 202104 202793 189009 520 446 457 45 51 42 27 17 30
"377" "GEORGIA" 13 "BRYAN" 29 29744 17155 20290 79 65 77 7 3 6 11 11 8
"378" "GEORGIA" 13 "BULLOCH" 31 208716 206206 197051 601 641 669 63 56 49 32 43 36
"379" "GEORGIA" 13 "BURKE" 33 214566 218954 191790 406 494 468 50 59 51 16 25 6
"380" "GEORGIA" 13 "BUTTS" 35 26162 36685 25433 177 173 146 2 6 4 10 4 6
"381" "GEORGIA" 13 "CALHOUN" 37 128071 118082 122564 131 119 141 38 28 41 5 3 2
"382" "GEORGIA" 13 "CAMDEN" 39 21224 12389 13403 62 47 57 6 6 2 17 4 8
"383" "GEORGIA" 13 "CANDLER" 43 84376 62933 73934 321 272 283 10 10 19 5 17 13
"384" "GEORGIA" 13 "CARROLL" 45 82750 94124 96197 852 975 1054 3 7 5 37 64 52
"385" "GEORGIA" 13 "CATOOSA" 47 24336 27135 20579 273 296 261 NA 1 1 17 15 12
"386" "GEORGIA" 13 "CHARLTON" 49 22700 14890 20426 100 101 113 2 1 3 14 6 7
"387" "GEORGIA" 13 "CHATHAM" 51 9393 9080 4298 50 58 33 3 1 1 12 11 8
"388" "GEORGIA" 13 "CHATTAHOOCHEE" 53 5138 4351 4263 21 16 22 1 2 1 NA 6 5
"389" "GEORGIA" 13 "CHATTOOGA" 55 58586 54858 53084 341 329 309 5 5 2 14 12 10
"390" "GEORGIA" 13 "CHEROKEE" 57 38298 36205 23409 656 606 452 2 3 1 103 105 85
"391" "GEORGIA" 13 "CLARKE" 59 14138 14121 10457 99 104 116 2 1 1 11 12 16
"392" "GEORGIA" 13 "CLAY" 61 44754 42443 44566 66 49 90 17 13 12 8 NA 9
"393" "GEORGIA" 13 "CLAYTON" 63 5849 3218 1701 71 62 48 NA NA NA 9 16 10
"394" "GEORGIA" 13 "CLINCH" 65 17974 30666 18907 120 118 109 2 4 4 23 18 22
"395" "GEORGIA" 13 "COBB" 67 11907 10950 8501 173 191 129 NA NA 1 37 52 38
"396" "GEORGIA" 13 "COFFEE" 69 219074 188740 184947 773 692 605 47 43 46 56 28 40
"397" "GEORGIA" 13 "COLQUITT" 71 245823 228205 196601 747 588 644 60 55 41 45 33 36
"398" "GEORGIA" 13 "COLUMBIA" 73 33721 23296 18836 229 196 186 6 1 2 33 30 35
"399" "GEORGIA" 13 "COOK" 75 86717 67554 65138 270 254 253 20 18 18 11 15 16
"400" "GEORGIA" 13 "COWETA" 77 48155 60820 74657 421 480 445 3 11 12 33 44 27
"401" "GEORGIA" 13 "CRAWFORD" 79 40741 38145 37645 154 179 188 8 8 5 9 19 15
"402" "GEORGIA" 13 "CRISP" 81 117791 103917 83271 243 223 229 41 41 27 17 15 16
"403" "GEORGIA" 13 "DADE" 83 25942 27873 35255 226 253 266 3 3 3 18 19 14
"404" "GEORGIA" 13 "DAWSON" 85 21363 20269 16905 196 222 208 2 NA NA 12 30 12
"405" "GEORGIA" 13 "DE KALB" 89 6617 1086 963 62 37 38 1 NA NA 23 10 18
"406" "GEORGIA" 13 "DECATUR" 87 171251 160439 179916 398 396 351 43 38 38 22 14 11
"407" "GEORGIA" 13 "DODGE" 91 162259 138658 127418 580 491 427 29 27 24 25 20 16
"408" "GEORGIA" 13 "DOOLY" 93 171636 170813 155600 297 326 329 56 53 40 19 15 31
"409" "GEORGIA" 13 "DOUGHERTY" 95 86086 97673 87819 180 162 129 27 22 19 22 31 17
"410" "GEORGIA" 13 "DOUGLAS" 97 11517 7989 7114 154 153 136 1 NA NA 14 15 32
"411" "GEORGIA" 13 "EARLY" 99 176611 160286 177576 316 347 418 49 44 46 18 14 23
"412" "GEORGIA" 13 "ECHOLS" 101 18665 29336 14330 82 78 59 3 5 4 8 9 7
"413" "GEORGIA" 13 "EFFINGHAM" 103 54072 53196 40425 244 206 203 12 11 6 17 13 31
"414" "GEORGIA" 13 "ELBERT" 105 60462 63429 62915 386 438 507 4 7 5 8 17 14
"415" "GEORGIA" 13 "EMANUEL" 107 165689 159723 138510 542 554 511 38 37 30 23 20 34
"416" "GEORGIA" 13 "EVANS" 109 45698 48087 52755 215 242 212 8 10 10 9 8 12
"417" "GEORGIA" 13 "FANNIN" 111 16783 15485 18811 186 208 243 NA 1 2 19 34 4
"418" "GEORGIA" 13 "FAYETTE" 113 20914 18039 12337 241 235 154 1 NA NA 33 34 12
"419" "GEORGIA" 13 "FLOYD" 115 91103 91317 84605 552 663 553 11 9 12 19 29 27
"420" "GEORGIA" 13 "FORSYTH" 117 35923 33932 19799 578 528 306 1 1 1 82 85 60
"421" "GEORGIA" 13 "FRANKLIN" 119 83981 86128 81364 835 825 851 6 4 NA 45 24 37
"422" "GEORGIA" 13 "FULTON" 121 33622 27975 15557 359 328 204 3 1 2 74 76 53
"423" "GEORGIA" 13 "GILMER" 123 25055 24725 36536 313 303 397 NA NA 1 35 39 22
"424" "GEORGIA" 13 "GLASCOCK" 125 22424 21038 21233 92 100 93 3 3 3 NA 2 1
"425" "GEORGIA" 13 "GLYNN" 127 10323 7594 5838 54 59 50 2 NA 1 8 10 26
"426" "GEORGIA" 13 "GORDON" 129 73815 76412 79128 667 804 839 10 7 3 53 69 56
"427" "GEORGIA" 13 "GRADY" 131 131809 127499 118989 543 501 445 32 28 27 18 25 32
"428" "GEORGIA" 13 "GREENE" 133 52696 52242 55334 234 255 247 6 3 6 12 15 13
"429" "GEORGIA" 13 "GWINNETT" 135 37882 17557 8350 436 312 181 5 2 NA 62 62 40
"430" "GEORGIA" 13 "HABERSHAM" 137 34914 38526 29293 499 517 372 NA 2 NA 54 58 28
"431" "GEORGIA" 13 "HALL" 139 59868 61773 57292 856 834 799 1 2 2 91 65 101
"432" "GEORGIA" 13 "HANCOCK" 141 36282 42199 38022 129 144 172 10 8 5 7 7 3
"433" "GEORGIA" 13 "HARALSON" 143 35802 39995 34398 337 332 367 2 4 2 15 9 19
"434" "GEORGIA" 13 "HARRIS" 145 51172 66964 60835 265 298 371 8 19 10 20 15 31
"435" "GEORGIA" 13 "HART" 147 63496 65352 70405 570 567 657 6 4 5 30 37 38
"436" "GEORGIA" 13 "HEARD" 149 31278 42082 23599 203 209 187 2 10 3 8 1 7
"437" "GEORGIA" 13 "HENRY" 151 49149 57859 23533 428 439 298 7 12 2 34 56 32
"438" "GEORGIA" 13 "HOUSTON" 153 90903 75445 46651 314 360 298 22 11 9 62 52 39
"439" "GEORGIA" 13 "IRWIN" 155 135609 138221 145432 319 349 387 41 27 33 20 15 22
"440" "GEORGIA" 13 "JACKSON" 157 84063 99554 84869 884 915 892 6 10 6 74 78 62
"441" "GEORGIA" 13 "JASPER" 159 53529 50927 56414 220 210 333 7 8 8 6 1 4
"442" "GEORGIA" 13 "JEFF DAVIS" 161 75030 56198 58121 267 254 224 17 14 12 22 20 32
"443" "GEORGIA" 13 "JEFFERSON" 163 146466 137217 108932 406 388 315 31 27 27 20 14 17
"444" "GEORGIA" 13 "JENKINS" 165 96410 94632 84730 297 240 247 24 22 24 11 16 6
"445" "GEORGIA" 13 "JOHNSON" 167 99683 76128 66515 350 286 281 18 14 11 10 9 15
"446" "GEORGIA" 13 "JONES" 169 34386 35054 32374 200 194 206 2 2 2 11 16 13
"447" "GEORGIA" 13 "LAMAR" 171 45198 41908 35681 249 243 271 8 7 3 13 8 10
"448" "GEORGIA" 13 "LANIER" 173 44424 51762 53169 112 134 107 12 13 13 11 13 18
"449" "GEORGIA" 13 "LAURENS" 175 208929 193665 164989 818 709 664 38 34 31 25 24 33
"450" "GEORGIA" 13 "LEE" 177 141360 146736 126286 184 171 198 36 38 32 11 4 8
"451" "GEORGIA" 13 "LIBERTY" 179 23085 15935 9371 57 68 62 3 4 1 1 5 7
"452" "GEORGIA" 13 "LINCOLN" 181 31242 30835 27612 207 207 199 2 4 5 9 6 6
"453" "GEORGIA" 13 "LONG" 183 18572 23624 13141 73 76 73 5 4 2 8 NA 6
"454" "GEORGIA" 13 "LOWNDES" 185 76501 73917 67922 468 462 470 11 13 7 53 41 40
"455" "GEORGIA" 13 "LUMPKIN" 187 26327 21303 22018 236 250 292 2 1 2 15 27 27
"456" "GEORGIA" 13 "MACON" 193 122220 114449 122404 328 360 336 34 31 30 20 42 19
"457" "GEORGIA" 13 "MADISON" 195 76135 76458 76499 764 763 771 4 4 10 37 38 46
"458" "GEORGIA" 13 "MARION" 197 53212 51732 46628 177 181 185 11 13 10 7 2 11
"459" "GEORGIA" 13 "MCDUFFIE" 189 44410 46774 36109 276 296 213 6 11 7 16 27 19
"460" "GEORGIA" 13 "MCINTOSH" 191 5757 11306 9110 33 39 58 3 4 2 3 NA 5
"461" "GEORGIA" 13 "MERIWETHER" 199 73514 84135 81489 321 339 437 15 12 13 17 16 8
"462" "GEORGIA" 13 "MILLER" 201 118959 95135 101724 278 207 213 45 31 31 13 8 4
"463" "GEORGIA" 13 "MITCHELL" 205 231296 184960 204416 550 496 441 69 49 56 32 20 30
"464" "GEORGIA" 13 "MONROE" 207 58620 61639 39298 220 236 204 11 11 6 21 20 20
"465" "GEORGIA" 13 "MONTGOMERY" 209 76028 74057 51589 293 252 228 19 17 8 11 2 15
"466" "GEORGIA" 13 "MORGAN" 211 92248 89191 92433 460 525 657 11 14 11 13 20 23
"467" "GEORGIA" 13 "MURRAY" 213 36061 41834 39923 297 306 308 3 2 3 22 26 24
"468" "GEORGIA" 13 "MUSCOGEE" 215 10995 15481 7695 55 96 43 4 7 1 10 16 2
"469" "GEORGIA" 13 "NEWTON" 217 48968 44839 38534 344 355 306 9 5 7 31 29 33
"470" "GEORGIA" 13 "OCONEE" 219 53483 54077 48778 366 411 420 8 3 5 27 31 31
"471" "GEORGIA" 13 "OGLETHORPE" 221 64529 56142 86640 383 362 477 7 7 25 15 20 15
"472" "GEORGIA" 13 "PAULDING" 223 21334 16592 11416 285 265 181 1 NA NA 19 25 16
"473" "GEORGIA" 13 "PEACH" 225 53327 38880 39999 205 217 213 13 10 12 29 32 45
"474" "GEORGIA" 13 "PICKENS" 227 19405 17372 23745 256 243 333 NA NA 1 23 19 37
"475" "GEORGIA" 13 "PIERCE" 229 105963 98505 71750 455 434 431 23 22 14 32 46 44
"476" "GEORGIA" 13 "PIKE" 231 52389 43913 46099 318 327 392 8 4 5 6 20 25
"477" "GEORGIA" 13 "POLK" 233 57896 52041 43869 452 428 363 9 7 4 32 40 31
"478" "GEORGIA" 13 "PULASKI" 235 93932 67380 56946 197 187 190 28 18 13 8 15 9
"479" "GEORGIA" 13 "PUTNAM" 237 32148 40682 37744 184 225 215 3 2 3 18 8 11
"480" "GEORGIA" 13 "QUITMAN" 239 11972 14330 11385 20 23 25 6 6 2 2 NA 4
"481" "GEORGIA" 13 "RABUN" 241 11273 9977 7929 160 146 121 1 1 1 27 13 15
"482" "GEORGIA" 13 "RANDOLPH" 243 95160 79296 90027 129 136 177 30 26 18 8 5 5
"483" "GEORGIA" 13 "RICHMOND" 245 15919 12439 12519 133 140 154 2 2 NA 25 20 36
"484" "GEORGIA" 13 "ROCKDALE" 247 13521 8789 6329 146 140 108 3 NA NA 25 24 28
"485" "GEORGIA" 13 "SCHLEY" 249 41917 35425 36262 107 115 122 11 12 7 2 2 NA
"486" "GEORGIA" 13 "SCREVEN" 251 172920 184170 178684 384 347 419 46 38 34 21 8 9
"487" "GEORGIA" 13 "SEMINOLE" 253 110338 92933 103543 211 206 182 29 24 24 17 11 21
"488" "GEORGIA" 13 "SPALDING" 255 28683 25587 26435 246 249 347 2 NA 1 23 28 32
"489" "GEORGIA" 13 "STEPHENS" 257 20981 19527 15383 234 238 199 1 NA NA 12 21 11
"490" "GEORGIA" 13 "STEWART" 259 54392 33835 46066 83 85 94 14 7 10 6 5 NA
"491" "GEORGIA" 13 "SUMTER" 261 192446 166664 152970 357 381 429 49 39 36 19 19 18
"492" "GEORGIA" 13 "TALBOT" 263 38048 45215 41659 137 160 149 9 9 8 12 4 6
"493" "GEORGIA" 13 "TALIAFERRO" 265 15659 18547 14096 65 73 71 2 1 1 3 3 6
"494" "GEORGIA" 13 "TATTNALL" 267 139243 143358 135578 678 644 589 28 22 22 54 69 51
"495" "GEORGIA" 13 "TAYLOR" 269 70599 74522 86657 235 227 262 16 19 24 7 9 3
"496" "GEORGIA" 13 "TELFAIR" 271 90590 72878 61730 322 304 301 12 16 7 NA 4 8
"497" "GEORGIA" 13 "TERRELL" 273 140144 123414 136500 195 239 274 43 38 39 13 11 7
"498" "GEORGIA" 13 "THOMAS" 275 195169 198412 204216 520 510 485 47 48 51 43 26 38
"499" "GEORGIA" 13 "TIFT" 277 111456 98032 132784 426 398 404 28 18 28 30 34 22
"500" "GEORGIA" 13 "TOOMBS" 279 106709 92934 89889 490 382 341 21 16 14 5 13 16
"501" "GEORGIA" 13 "TOWNS" 281 9613 10901 7494 145 148 116 NA NA NA 7 8 10
"502" "GEORGIA" 13 "TREUTLEN" 283 43826 34680 30104 193 182 151 6 6 6 4 6 13
"503" "GEORGIA" 13 "TROUP" 285 45854 61252 37866 273 294 241 7 13 6 9 13 9
"504" "GEORGIA" 13 "TURNER" 287 101344 98174 115964 258 282 278 30 24 26 1 8 27
"505" "GEORGIA" 13 "TWIGGS" 289 28574 40174 44947 119 119 121 8 14 12 6 9 5
"506" "GEORGIA" 13 "UNION" 291 25136 24789 20956 321 330 281 2 1 NA 26 22 25
"507" "GEORGIA" 13 "UPSON" 293 41663 46576 47680 241 291 348 5 4 5 12 27 21
"508" "GEORGIA" 13 "WALKER" 295 92457 81730 71152 615 642 538 10 8 9 33 32 32
"509" "GEORGIA" 13 "WALTON" 297 67454 66136 53696 630 679 490 6 6 6 48 49 53
"510" "GEORGIA" 13 "WARE" 299 68794 65274 50279 335 323 280 13 12 13 40 46 38
"511" "GEORGIA" 13 "WARREN" 301 46699 47992 37196 158 165 188 7 5 6 7 6 5
"512" "GEORGIA" 13 "WASHINGTON" 303 113587 124042 110164 381 411 425 27 33 23 16 25 22
"513" "GEORGIA" 13 "WAYNE" 305 71307 64490 56790 338 341 313 15 13 11 13 15 27
"514" "GEORGIA" 13 "WEBSTER" 307 58881 66241 54664 87 98 114 18 22 13 5 NA 5
"515" "GEORGIA" 13 "WHEELER" 309 74253 59723 57175 206 156 143 12 19 10 3 1 3
"516" "GEORGIA" 13 "WHITE" 311 28334 30289 20996 347 376 291 1 1 1 38 41 27
"517" "GEORGIA" 13 "WHITFIELD" 313 42454 43302 42750 408 418 480 2 2 1 29 34 44
"518" "GEORGIA" 13 "WILCOX" 315 129888 102164 100851 312 311 349 29 22 17 14 25 4
"519" "GEORGIA" 13 "WILKES" 317 96961 99218 89785 353 349 356 21 18 16 13 10 9
"520" "GEORGIA" 13 "WILKINSON" 319 29984 30657 29903 105 127 158 3 2 2 4 2 5
"521" "GEORGIA" 13 "WORTH" 321 198559 179110 192569 482 487 496 60 58 62 36 26 30
"522" "HAWAII" 15 "HAWAII" 1 870012 821276 683819 3319 3216 4650 54 54 60 2062 2009 2865
"523" "HAWAII" 15 "HONOLULU" 3 79927 70705 60408 880 794 967 12 14 13 664 574 699
"524" "HAWAII" 15 "KAUAI" 7 197042 151828 151534 468 565 748 11 16 21 262 352 483
"525" "HAWAII" 15 "MAUI & KALWAO" 9 292090 256690 225568 806 823 1156 23 23 21 468 505 766
"526" "IDAHO" 16 "ADA" 1 239500 223388 191477 1483 1420 1323 36 39 32 520 460 511
"527" "IDAHO" 16 "ADAMS" 3 206441 196461 148996 330 316 258 47 37 29 38 12 37
